id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
709,Brazil,NLP Engineer,Computer Vision,Lead,12,72372,4958,Bootcamp,Retail,Large,5,2024,Remote,45.5,3.6,16,57.330039565853994,0.156,92,3.63,92.2,10,74.91,29.8,13,43,73,81,63,68,31,58,2.18,78
710,UAE,Research Scientist,NLP,Entry,1,61932,4320,Bachelor,Healthcare,Startup,7,2020,Onsite,38.4,3.99,22,76.17206272165353,0.313,78,4.92,45.99,10,79.34,36.9,10,24,26,59,60,68,52,9,0.97,66
711,Australia,Research Scientist,Computer Vision,Mid,4,122688,8404,Diploma,Retail,Medium,2,2023,Hybrid,48.3,3.35,14,2.5875289950892153,0.158,73,5.37,47.7,11,89.29,18.2,10,22,42,84,62,55,20,53,1.65,63
712,Australia,Data Scientist,Generative AI,Entry,0,61297,4156,Diploma,Healthcare,Enterprise,7,2020,Remote,46.8,3.44,14,36.32812843057583,0.275,74,7.97,86.91,9,82.23,28.3,16,17,27,75,63,68,16,40,2.12,71
713,Australia,Computer Vision Engineer,MLOps,Mid,2,71021,10435,Bootcamp,Education,Enterprise,3,2023,Onsite,41.3,3.4,19,41.98910265750568,0.271,81,4.92,48.29,14,55.71,38.3,24,36,26,77,65,88,12,1,2.12,74
714,UK,Computer Vision Engineer,Reinforcement Learning,Entry,1,74867,5331,Bootcamp,Telecom,Enterprise,4,2020,Onsite,38.1,4.61,20,62.04371979178965,0.408,88,3.74,59.36,10,58.8,16.1,24,60,74,69,68,88,33,6,2.09,68
715,Japan,Machine Learning Engineer,MLOps,Senior,7,117328,20661,Diploma,Consulting,Medium,6,2023,Remote,47.4,4.31,14,97.85784680810814,0.087,55,1.88,55.62,9,57.09,39.1,17,23,80,82,50,78,35,94,2.39,73
716,Australia,Computer Vision Engineer,Computer Vision,Lead,17,164224,11746,Diploma,Healthcare,Enterprise,7,2021,Remote,43.9,4.11,22,24.266207611920095,0.149,61,1.3,87.9,6,74.7,40.5,15,36,81,74,35,86,32,69,0.88,86
717,France,Machine Learning Engineer,Computer Vision,Mid,3,87880,14976,PhD,Consulting,Large,2,2026,Remote,36.2,3.48,24,64.35079973466422,0.153,83,3.5,57.24,11,74.5,37.6,20,53,58,81,49,86,63,22,0.9,72
718,France,Data Analyst,Computer Vision,Entry,1,49515,10132,Diploma,Consulting,Startup,5,2024,Hybrid,50.7,3.95,5,72.34966934198931,0.378,66,9.23,79.5,14,88.95,18.9,22,25,51,54,61,42,61,5,2.13,57
719,USA,Research Scientist,Forecasting,Entry,0,97824,14064,Diploma,Healthcare,Medium,5,2023,Remote,43.1,4.58,16,63.263441053042655,0.423,62,7.11,45.53,4,93.66,22.2,27,85,32,61,58,72,55,92,2.48,73
720,Netherlands,Data Scientist,NLP,Lead,19,137934,21202,Bachelor,Automotive,Small,6,2023,Remote,44.9,4.47,7,65.97266421171561,0.125,76,7.72,48.41,5,58.27,21.0,19,16,69,83,61,70,43,95,1.53,80
721,Australia,Data Scientist,NLP,Entry,0,69481,8146,Diploma,Tech,Medium,4,2023,Remote,36.4,4.71,16,30.39752088797529,0.332,71,1.65,79.41,6,60.94,32.4,11,87,69,70,51,92,28,28,0.71,74
722,Netherlands,AI Engineer,Forecasting,Entry,1,72383,14618,Bachelor,Telecom,Medium,6,2022,Remote,37.7,3.63,23,61.392299042865105,0.468,90,3.33,93.51,3,57.2,40.2,22,99,26,57,58,90,12,32,1.62,67
723,India,Data Analyst,Generative AI,Mid,2,28000,2943,Bachelor,Finance,Startup,2,2021,Hybrid,38.5,4.19,17,42.00888720036852,0.233,53,7.82,76.65,6,70.77,21.2,12,29,13,53,62,79,62,86,1.31,66
724,UK,Data Scientist,Computer Vision,Entry,0,72673,5298,PhD,Telecom,Enterprise,4,2023,Onsite,46.8,3.95,22,74.58994148894028,0.385,78,6.74,49.28,13,65.47,40.6,16,80,27,63,64,76,13,70,0.72,67
725,Australia,NLP Engineer,Computer Vision,Entry,1,62477,9934,PhD,Retail,Small,4,2022,Remote,46.3,3.21,6,58.26660187382301,0.385,69,1.9,62.65,3,58.59,23.8,22,84,41,61,40,76,21,2,1.7,65
726,Australia,Data Analyst,MLOps,Lead,14,90122,12859,Bootcamp,Retail,Startup,4,2021,Remote,49.1,3.84,24,71.5948588231364,0.118,92,7.84,72.2,4,80.18,27.1,16,53,39,81,89,47,66,99,1.57,61
727,Brazil,Computer Vision Engineer,NLP,Entry,1,32864,6538,PhD,Energy,Enterprise,2,2020,Onsite,45.0,3.85,14,51.74823912317702,0.43,72,2.71,77.59,8,56.44,26.5,30,90,50,62,61,81,13,87,2.22,77
728,Japan,Data Scientist,Forecasting,Senior,10,113920,9606,Bachelor,Healthcare,Medium,4,2021,Remote,51.3,4.8,21,52.16056105554253,0.052,88,8.67,77.19,12,85.05,18.1,28,58,49,99,80,54,22,66,1.84,71
729,UAE,Data Analyst,Computer Vision,Entry,0,44742,9679,PhD,Retail,Startup,3,2024,Onsite,38.4,4.75,22,60.22327092235622,0.344,95,2.67,76.57,9,60.11,22.6,17,80,11,55,65,62,51,8,1.59,60
730,UK,Software Engineer AI,NLP,Lead,19,168624,22356,Diploma,Automotive,Small,3,2022,Onsite,49.5,3.88,8,29.24260424317548,0.148,56,5.19,95.33,3,83.97,36.5,17,93,77,81,37,61,36,57,2.24,78
731,Japan,Software Engineer AI,LLM,Mid,3,80157,4019,Bootcamp,Automotive,Medium,5,2025,Onsite,47.6,4.36,20,29.788217044427675,0.223,71,7.74,61.76,7,57.12,23.2,10,30,94,82,68,66,14,43,1.94,70
732,India,Data Analyst,Reinforcement Learning,Mid,5,28000,2054,Master,Energy,Startup,6,2026,Hybrid,39.7,4.77,15,50.06886001497485,0.146,71,8.81,76.3,11,63.11,20.8,20,24,57,73,73,77,77,81,1.89,73
733,USA,Machine Learning Engineer,LLM,Lead,12,175207,29308,Master,Finance,Small,3,2024,Remote,49.9,3.79,32,64.2412786271312,0.15,46,0.92,81.88,4,64.02,19.2,15,76,71,77,26,64,40,27,1.65,71
734,Germany,Machine Learning Engineer,NLP,Lead,17,172680,21285,Master,Consulting,Medium,3,2026,Hybrid,51.6,4.18,13,34.780128745514546,0.176,100,3.58,47.87,5,58.97,33.1,29,32,39,76,63,54,65,37,1.24,74
735,Brazil,Computer Vision Engineer,Computer Vision,Mid,5,47284,3116,PhD,Automotive,Large,5,2022,Hybrid,38.8,4.15,14,35.684939455961036,0.155,53,3.45,64.71,5,55.83,14.9,25,57,55,83,38,91,14,65,1.08,73
736,Brazil,NLP Engineer,Generative AI,Mid,4,49863,5330,Diploma,Consulting,Startup,2,2024,Hybrid,41.3,4.08,17,69.32261642362411,0.222,80,6.56,88.33,12,81.33,27.4,27,20,71,65,74,73,79,94,0.68,61
737,UK,Research Scientist,Forecasting,Lead,19,171942,13636,PhD,Consulting,Medium,5,2020,Onsite,40.6,3.8,18,88.8080029375758,0.066,93,7.08,70.36,12,88.38,31.8,25,10,43,83,77,82,70,18,0.62,85
738,Japan,Computer Vision Engineer,LLM,Mid,5,74587,11716,Bachelor,Healthcare,Small,6,2023,Onsite,40.6,4.7,19,16.459557112541695,0.152,90,0.99,88.81,14,57.23,42.0,21,63,52,82,57,82,55,54,1.89,71
739,Australia,Software Engineer AI,Computer Vision,Lead,13,163724,17619,Diploma,Consulting,Medium,2,2024,Remote,52.9,4.18,12,66.5532808112254,0.064,60,2.35,70.75,9,87.41,35.0,28,21,25,84,39,50,22,98,1.51,75
740,Australia,Research Scientist,Analytics,Senior,6,97565,9863,Bachelor,Energy,Large,7,2026,Hybrid,37.1,3.77,26,26.168014988661337,0.071,80,3.34,50.79,9,67.91,17.1,17,32,62,95,55,84,39,5,2.38,90
741,India,AI Engineer,Forecasting,Mid,2,33598,2556,Master,Automotive,Enterprise,4,2025,Remote,45.0,4.04,12,38.10816379436669,0.169,73,3.04,45.72,12,84.45,34.0,28,85,21,79,63,79,21,2,0.83,68
742,Canada,Machine Learning Engineer,Computer Vision,Lead,16,175690,29577,Bootcamp,Telecom,Enterprise,3,2022,Hybrid,43.1,4.72,9,66.91059876227071,0.081,59,6.28,99.11,5,89.66,39.3,23,33,89,86,61,91,15,39,0.93,89
743,Singapore,NLP Engineer,Computer Vision,Senior,11,129153,11088,Bootcamp,Telecom,Startup,4,2024,Remote,40.7,4.38,25,71.099449046824,0.133,82,8.61,45.54,7,69.78,30.2,16,96,51,71,80,73,66,90,1.41,77
744,France,AI Engineer,Computer Vision,Mid,4,73672,13262,Bachelor,Consulting,Startup,7,2024,Hybrid,53.1,3.95,9,50.50394226671286,0.118,79,4.9,72.47,11,60.13,36.2,23,84,37,76,60,50,63,94,1.73,66
745,Australia,Data Scientist,NLP,Mid,5,86687,8985,Master,Gaming,Small,5,2024,Remote,50.5,4.44,14,85.09224501486312,0.19,62,1.62,69.96,11,90.29,16.4,13,58,73,76,43,67,15,28,1.52,68
746,UK,Data Analyst,MLOps,Entry,0,40135,5595,Diploma,Healthcare,Small,5,2023,Onsite,44.1,4.07,12,57.91204440437781,0.426,69,2.06,70.41,12,91.03,39.2,13,82,22,63,52,73,18,11,2.14,69
747,France,Machine Learning Engineer,Computer Vision,Lead,14,167590,20796,PhD,Finance,Medium,2,2024,Onsite,44.7,4.34,9,66.97710096428348,0.034,67,5.73,73.11,6,61.41,38.8,25,63,87,90,60,74,53,98,1.09,82
748,Canada,AI Engineer,LLM,Entry,1,68196,13877,Bachelor,Automotive,Startup,3,2020,Onsite,53.8,4.29,5,36.47356754853236,0.326,75,6.39,96.39,3,86.21,31.3,22,78,67,55,60,51,38,98,0.73,54
749,France,Computer Vision Engineer,Generative AI,Lead,16,151305,28517,PhD,Gaming,Enterprise,4,2020,Onsite,46.0,3.38,26,71.35040899615998,0.1,65,8.26,90.6,8,85.44,17.6,20,31,47,90,74,73,70,86,1.94,86
750,Australia,NLP Engineer,Computer Vision,Entry,0,65283,3934,Bachelor,Gaming,Medium,5,2020,Onsite,46.4,3.72,17,73.94209675988495,0.401,74,3.22,79.8,9,88.36,17.1,14,4,78,62,54,62,12,16,2.36,74
751,Singapore,Research Scientist,Forecasting,Mid,5,121660,21589,Bootcamp,Gaming,Large,5,2020,Onsite,49.9,3.38,25,50.61028389350815,0.215,55,1.07,56.67,6,94.02,33.8,10,82,42,74,40,51,61,3,2.33,64
752,UAE,Software Engineer AI,Reinforcement Learning,Entry,0,52580,6555,Bootcamp,Gaming,Large,5,2021,Hybrid,45.8,3.43,9,70.21548964999234,0.377,55,6.32,83.04,14,68.44,19.8,29,11,45,62,52,74,29,55,2.41,67
753,Netherlands,Machine Learning Engineer,Reinforcement Learning,Lead,16,142693,17655,Master,Automotive,Enterprise,6,2025,Onsite,46.3,3.76,18,34.943979533714256,0.065,67,8.04,99.52,14,73.22,37.6,26,5,17,84,65,72,40,64,0.93,82
754,Canada,Research Scientist,Computer Vision,Lead,17,166051,29834,Diploma,Healthcare,Large,7,2020,Onsite,53.2,3.78,16,41.98492063517612,0.051,87,2.84,91.58,6,68.12,33.1,17,28,22,91,55,62,48,97,0.59,73
755,UAE,Machine Learning Engineer,NLP,Entry,0,65850,6261,PhD,Telecom,Startup,5,2024,Hybrid,42.7,3.55,13,47.14087760927113,0.396,69,3.33,72.7,6,88.9,37.9,18,86,61,51,61,65,47,86,1.73,63
756,Canada,Data Scientist,Reinforcement Learning,Lead,15,166671,17778,Bootcamp,Finance,Medium,6,2023,Remote,53.6,4.43,22,84.17029755217033,0.059,89,7.12,56.96,13,63.95,20.3,20,49,92,90,63,52,36,96,1.67,78
757,Japan,NLP Engineer,MLOps,Lead,17,163765,28741,Bachelor,Retail,Small,4,2022,Remote,51.0,3.43,10,74.91628365066069,0.106,80,9.06,96.42,4,94.56,25.0,12,44,95,83,82,55,39,76,1.69,76
758,Germany,Machine Learning Engineer,Generative AI,Senior,8,93921,13364,Bootcamp,Healthcare,Medium,7,2024,Remote,41.2,3.6,10,44.11043637930199,0.028,71,6.2,48.91,7,74.7,14.6,11,76,69,90,59,74,48,25,1.02,76
759,Australia,NLP Engineer,Reinforcement Learning,Senior,11,126413,26213,Bachelor,Gaming,Small,5,2020,Remote,44.7,4.36,20,64.0490967335958,0.052,28,3.65,45.88,11,61.06,19.4,24,41,19,86,27,65,17,38,2.05,82
760,Germany,Computer Vision Engineer,MLOps,Lead,17,186815,27242,Master,Healthcare,Enterprise,7,2023,Onsite,54.7,3.25,20,65.79358553305063,0.019,84,6.58,67.19,14,93.65,33.9,11,77,41,89,63,65,61,40,1.1,79
761,Singapore,Machine Learning Engineer,Reinforcement Learning,Senior,7,111133,20538,Diploma,Education,Large,4,2020,Onsite,52.9,3.63,11,45.12885781939871,0.0,70,8.66,67.57,9,57.57,38.2,11,43,20,89,66,56,14,92,1.53,79
762,Germany,Data Analyst,Generative AI,Entry,0,40204,6570,PhD,Healthcare,Large,7,2021,Remote,42.8,4.25,32,53.91494651749633,0.339,85,4.77,53.74,3,84.49,32.7,27,51,44,67,70,69,28,55,1.59,58
763,UAE,Computer Vision Engineer,Computer Vision,Senior,8,97279,18308,Bootcamp,Telecom,Large,7,2023,Hybrid,49.0,3.67,17,41.534707522209985,0.084,74,0.63,87.42,7,90.98,34.9,16,90,71,77,39,62,24,51,2.19,75
764,Canada,Data Scientist,MLOps,Senior,8,109649,18142,Diploma,Education,Startup,7,2023,Remote,54.7,3.42,11,53.26789188730257,0.072,69,0.73,73.45,12,56.98,38.4,14,57,90,75,53,47,61,62,1.19,63
765,France,Data Scientist,LLM,Mid,5,71298,11439,PhD,Retail,Small,7,2021,Onsite,45.1,3.65,7,58.3236254258786,0.223,66,4.86,73.76,4,69.0,21.6,14,49,55,79,48,62,14,87,0.99,64
766,UK,AI Engineer,NLP,Entry,1,73822,14488,Bachelor,Gaming,Large,2,2023,Onsite,36.3,4.58,9,50.962267631970235,0.428,69,8.55,62.12,13,68.07,14.2,20,76,56,67,67,83,31,20,2.27,73
767,UAE,NLP Engineer,Reinforcement Learning,Mid,5,92367,10554,Diploma,Tech,Startup,5,2025,Hybrid,53.8,4.23,6,58.471654176966375,0.171,65,3.42,71.01,14,56.99,34.3,29,23,84,63,53,50,36,96,1.23,70
768,Australia,Machine Learning Engineer,Forecasting,Lead,12,122263,20832,PhD,Telecom,Medium,2,2023,Remote,38.6,4.11,13,85.59699424774813,0.085,57,2.08,85.42,4,65.13,18.8,12,16,63,76,31,98,32,83,0.62,82
769,UAE,Data Analyst,Forecasting,Entry,1,50156,10166,PhD,Education,Enterprise,7,2022,Onsite,38.2,3.54,17,48.44620161712534,0.415,63,1.75,90.59,4,91.95,31.1,28,24,50,51,39,82,12,62,0.71,68
770,UAE,NLP Engineer,Computer Vision,Senior,7,108602,9777,PhD,Education,Small,2,2025,Onsite,41.8,3.77,18,35.089616276460845,0.139,70,6.41,46.59,11,94.26,30.7,15,52,90,81,63,71,60,3,1.5,64
771,Australia,Computer Vision Engineer,Computer Vision,Entry,0,67798,12914,Master,Energy,Enterprise,7,2022,Remote,45.5,3.58,21,70.52616273994879,0.382,45,0.62,80.09,5,70.13,30.8,29,89,24,63,34,81,17,1,1.11,67
772,Singapore,Computer Vision Engineer,NLP,Senior,8,130581,19853,Bootcamp,Finance,Startup,3,2026,Onsite,48.2,4.73,6,67.18023918607604,0.0,61,3.3,59.64,5,66.86,17.9,12,72,33,84,46,57,73,97,0.76,76
773,USA,Machine Learning Engineer,Analytics,Entry,1,99385,6167,Bootcamp,Energy,Medium,3,2024,Hybrid,40.7,4.34,21,41.62099459315104,0.475,52,7.84,74.88,13,88.16,20.2,10,32,39,60,56,77,12,6,2.31,82
774,Singapore,Research Scientist,Forecasting,Lead,13,185744,33064,PhD,Healthcare,Enterprise,6,2024,Hybrid,49.9,4.58,33,100.0,0.059,65,7.93,47.39,12,72.16,34.9,27,66,27,91,74,73,21,89,2.41,93
775,Canada,AI Engineer,NLP,Mid,4,76340,10966,PhD,Tech,Small,3,2020,Remote,51.4,3.67,20,46.39195456262766,0.201,63,5.16,54.05,12,75.12,26.8,27,28,76,70,46,69,23,46,0.85,75
776,France,Data Scientist,MLOps,Lead,18,164980,28268,PhD,Finance,Enterprise,5,2025,Onsite,51.1,3.71,25,64.11068661119063,0.061,67,2.25,70.48,5,60.87,22.7,22,59,11,85,47,69,26,33,2.22,88
777,UAE,NLP Engineer,Computer Vision,Mid,4,65895,10574,PhD,Energy,Small,7,2025,Onsite,49.2,3.87,33,59.61421638785016,0.221,79,0.61,68.18,13,72.74,24.5,16,92,48,65,46,74,31,73,1.15,65
778,UAE,Data Scientist,Generative AI,Lead,15,126845,27161,Diploma,Healthcare,Medium,2,2021,Onsite,48.1,3.62,27,72.27114502641993,0.042,95,2.41,83.12,6,71.0,24.4,12,35,16,89,68,69,47,69,1.06,91
779,Canada,NLP Engineer,Analytics,Entry,0,74401,10694,PhD,Gaming,Startup,4,2023,Remote,51.7,3.82,14,58.822841548422815,0.376,59,5.27,49.7,6,80.52,20.5,18,2,13,51,44,54,49,49,2.23,66
780,Germany,NLP Engineer,MLOps,Entry,0,52352,5166,Bootcamp,Finance,Small,5,2021,Remote,46.9,3.54,19,95.6215444990378,0.379,83,4.7,77.47,11,91.64,37.1,21,90,74,66,70,68,29,37,0.86,68
781,Singapore,Research Scientist,Analytics,Entry,0,91014,17610,Diploma,Tech,Small,3,2023,Hybrid,37.1,3.44,20,44.07714384784482,0.314,78,8.12,52.95,14,73.56,19.4,27,71,77,74,78,85,22,52,1.52,72
782,Netherlands,Data Scientist,NLP,Senior,7,109998,16365,Master,Tech,Enterprise,3,2020,Hybrid,53.1,4.15,10,51.580334377052594,0.132,85,5.27,88.22,12,85.76,22.5,18,7,93,84,49,61,24,82,1.24,75
783,India,Data Analyst,Forecasting,Lead,18,44347,7113,PhD,Consulting,Small,5,2021,Onsite,52.6,4.46,5,31.257558372711973,0.032,68,5.09,90.9,7,66.06,26.0,18,55,67,87,60,55,43,92,1.42,68
784,Germany,Research Scientist,Analytics,Entry,0,58199,6149,Bachelor,Automotive,Large,7,2022,Remote,36.5,3.51,1,49.47962254521802,0.355,47,6.8,59.63,4,70.36,30.7,17,12,22,66,55,96,12,74,1.38,78
785,USA,Machine Learning Engineer,LLM,Senior,11,162161,26913,Diploma,Energy,Large,7,2026,Onsite,49.0,3.42,18,38.85363690856349,0.074,77,5.94,63.75,14,67.77,14.2,14,62,64,92,64,70,45,66,0.8,84
786,UAE,Machine Learning Engineer,Reinforcement Learning,Lead,18,187079,34245,Bachelor,Tech,Enterprise,7,2024,Hybrid,39.0,4.63,6,49.72253040274521,0.085,85,5.68,95.3,14,71.75,31.7,27,96,45,87,63,86,25,32,0.83,81
787,Japan,AI Engineer,Reinforcement Learning,Lead,19,158787,16894,Master,Healthcare,Enterprise,2,2026,Hybrid,38.3,3.86,14,36.904960281044495,0.097,41,3.08,64.89,5,84.52,34.2,26,46,7,76,31,97,44,55,1.71,84
788,Netherlands,NLP Engineer,Analytics,Mid,4,96524,17504,Master,Gaming,Startup,6,2025,Remote,38.1,3.99,25,50.449252324098865,0.177,90,4.35,83.18,7,57.77,34.4,19,62,38,67,62,69,58,34,1.18,75
789,Germany,AI Engineer,LLM,Lead,18,170705,34386,Diploma,Retail,Medium,6,2020,Hybrid,45.3,3.56,28,43.72116921758973,0.102,70,6.92,84.54,3,74.6,34.5,21,1,79,87,57,67,76,59,1.53,80
790,India,Research Scientist,Analytics,Senior,11,64749,12409,Master,Finance,Startup,5,2026,Hybrid,39.0,4.7,25,69.69682616636675,0.068,74,1.73,81.49,3,75.25,19.5,13,56,63,74,46,79,59,26,1.85,67
791,Canada,Data Scientist,LLM,Lead,14,140896,23557,Master,Finance,Large,7,2026,Hybrid,39.3,3.92,19,79.44012193704529,0.112,63,5.83,55.54,6,91.87,29.0,25,51,48,88,51,78,46,39,1.96,79
792,India,NLP Engineer,Computer Vision,Mid,3,28841,5909,Diploma,Energy,Medium,7,2020,Hybrid,38.5,4.32,19,31.87988447891283,0.205,35,3.97,68.72,5,70.71,41.7,14,46,96,73,28,86,23,56,1.72,71
793,USA,Software Engineer AI,MLOps,Mid,3,110071,13900,Bachelor,Finance,Small,3,2025,Hybrid,48.0,3.7,17,80.08688015952627,0.239,78,4.63,57.23,9,59.68,16.6,20,5,21,74,60,55,35,86,2.17,79
794,Germany,Computer Vision Engineer,Forecasting,Senior,6,98029,20047,Bootcamp,Finance,Large,5,2025,Onsite,54.7,4.76,16,62.994736374779166,0.048,71,8.98,68.48,14,70.67,25.9,14,42,97,87,72,58,15,98,0.65,77
795,Australia,NLP Engineer,LLM,Mid,5,105259,14421,Master,Finance,Startup,3,2026,Hybrid,45.5,4.0,1,29.602582194646928,0.118,60,6.33,70.73,11,74.9,25.1,10,99,88,82,52,48,53,31,1.29,68
796,USA,Software Engineer AI,Generative AI,Lead,14,179148,23776,Diploma,Education,Startup,4,2024,Hybrid,37.6,4.34,22,48.84555330031008,0.0,51,5.1,98.63,10,90.88,20.7,12,98,55,78,44,70,69,32,1.15,74
797,Brazil,Data Scientist,Computer Vision,Mid,5,37214,4973,PhD,Retail,Medium,7,2022,Remote,39.2,4.08,22,77.17408912382038,0.127,68,8.11,76.81,13,72.06,14.2,23,26,61,85,56,80,38,91,2.29,64
798,Canada,Data Scientist,Reinforcement Learning,Mid,4,97366,7641,Bachelor,Education,Small,3,2026,Hybrid,50.2,4.17,8,85.75496728150338,0.196,73,2.94,72.03,3,62.84,41.9,18,25,19,71,55,68,20,55,2.29,77
799,USA,Data Analyst,Generative AI,Entry,0,52472,8657,Bootcamp,Tech,Large,4,2022,Onsite,48.9,3.71,7,72.41908034502674,0.358,61,3.81,53.83,13,75.44,23.6,17,29,44,68,49,62,43,55,0.82,70
800,Netherlands,AI Engineer,Computer Vision,Lead,19,193361,21166,PhD,Tech,Medium,4,2020,Hybrid,47.2,3.21,16,42.412257194823184,0.112,92,4.26,91.34,8,93.19,33.5,23,32,41,82,71,62,44,7,1.97,80
801,UK,AI Engineer,Reinforcement Learning,Entry,1,67379,13712,PhD,Tech,Medium,5,2020,Hybrid,37.6,3.37,19,43.149964683493195,0.363,73,8.02,53.88,12,75.07,39.7,13,56,24,58,55,87,24,33,0.99,75
802,Netherlands,Software Engineer AI,Computer Vision,Senior,11,147948,26202,Bachelor,Automotive,Startup,7,2026,Onsite,38.2,3.74,19,43.83524265998179,0.079,87,7.13,55.57,5,62.23,21.6,20,47,95,79,65,78,50,47,2.46,80
803,Japan,Software Engineer AI,Generative AI,Mid,2,76239,8514,Bachelor,Automotive,Small,2,2025,Remote,47.0,4.29,12,32.96394984959955,0.138,56,7.02,50.77,13,75.92,29.2,29,16,6,82,50,58,51,76,1.06,66
804,UAE,Data Analyst,Computer Vision,Mid,3,61298,11640,Bootcamp,Consulting,Startup,6,2024,Hybrid,45.2,3.49,1,40.98268872335525,0.218,91,4.51,83.02,7,58.23,13.3,25,98,26,69,68,59,65,69,1.06,67
805,Japan,Data Scientist,Generative AI,Entry,1,53444,9379,Bootcamp,Healthcare,Small,7,2023,Hybrid,51.5,4.41,9,76.2403476285275,0.419,52,5.31,81.78,11,84.13,40.4,21,47,58,64,45,60,25,81,1.35,69
806,Japan,Machine Learning Engineer,Generative AI,Lead,16,183106,27040,Bootcamp,Finance,Large,6,2022,Remote,52.7,4.44,25,54.69091410541223,0.066,74,0.64,80.08,5,80.24,34.7,29,36,90,73,49,52,29,17,0.95,71
807,France,AI Engineer,Forecasting,Entry,1,52948,3870,Bootcamp,Retail,Large,6,2021,Remote,54.5,3.55,20,63.04081418687648,0.323,53,5.77,50.91,5,86.42,15.4,24,97,66,62,42,47,31,50,1.95,64
808,Singapore,NLP Engineer,Reinforcement Learning,Lead,12,132386,23626,Master,Education,Medium,2,2023,Remote,37.2,4.12,18,99.75469057981883,0.033,81,2.79,68.4,12,84.76,41.0,16,76,90,88,51,93,24,2,0.96,78
809,Singapore,Computer Vision Engineer,MLOps,Senior,6,136581,24857,PhD,Automotive,Small,6,2024,Remote,38.2,4.31,16,45.72557700927005,0.111,59,9.03,46.89,5,63.14,18.6,17,6,69,79,57,92,29,31,1.84,85
810,France,AI Engineer,MLOps,Mid,2,75084,10228,Bachelor,Automotive,Small,7,2026,Remote,40.0,3.39,18,39.642073873446165,0.217,62,0.82,97.05,6,89.57,12.7,27,15,1,95,46,76,26,84,2.06,69
811,India,Software Engineer AI,MLOps,Senior,7,42348,6455,Master,Finance,Enterprise,5,2026,Onsite,51.7,4.31,21,81.56439905648276,0.117,76,9.38,48.89,7,66.39,32.1,20,8,81,81,73,59,12,2,1.12,64
812,India,Data Analyst,LLM,Senior,6,32492,3338,Bootcamp,Healthcare,Medium,7,2020,Onsite,51.3,3.59,13,42.22145560686284,0.124,61,1.82,66.27,4,93.93,37.9,22,84,33,91,42,64,34,81,0.53,73
813,UAE,Data Analyst,MLOps,Lead,15,95316,14708,Master,Retail,Medium,6,2022,Onsite,48.8,3.26,9,65.0766117147537,0.079,60,7.48,57.35,9,91.22,28.3,14,58,30,79,53,64,66,94,1.37,67
814,Japan,NLP Engineer,Computer Vision,Senior,10,137091,29515,Diploma,Healthcare,Large,3,2020,Hybrid,49.5,4.78,17,44.440916759924455,0.065,49,0.58,94.68,5,76.15,27.9,15,25,73,82,28,58,46,63,2.3,70
815,Japan,Data Scientist,NLP,Senior,8,110554,9946,Master,Tech,Medium,5,2023,Onsite,41.9,3.5,26,40.71720261015361,0.084,73,4.17,90.32,12,62.21,23.6,16,9,19,92,53,78,28,10,0.98,78
816,Australia,Data Analyst,NLP,Lead,12,114136,20627,Bachelor,Telecom,Startup,6,2026,Remote,53.8,4.32,24,71.41264468427443,0.123,64,7.45,91.94,9,80.29,19.6,22,3,15,65,64,41,39,2,2.22,64
817,UAE,AI Engineer,MLOps,Mid,5,86139,11743,Master,Retail,Startup,7,2024,Onsite,37.2,3.37,18,69.19298105231836,0.235,72,1.25,80.98,3,79.28,26.2,10,14,70,54,54,78,29,95,1.06,67
818,India,Machine Learning Engineer,Forecasting,Mid,3,36717,3251,Master,Healthcare,Large,4,2023,Hybrid,44.0,3.63,15,49.75602388975096,0.224,78,7.96,46.3,10,75.81,41.6,14,32,8,79,74,75,42,70,2.13,70
819,Japan,Research Scientist,Computer Vision,Entry,1,77584,13339,Bootcamp,Tech,Startup,4,2023,Remote,42.1,4.41,13,77.61198419994446,0.471,54,2.55,77.76,11,79.36,18.6,23,19,1,51,46,69,31,29,1.8,63
820,USA,Data Analyst,Analytics,Lead,18,164277,21374,PhD,Telecom,Small,3,2025,Onsite,53.4,4.57,27,30.0213649235603,0.031,65,8.79,70.32,9,88.06,24.7,13,63,22,91,61,55,57,15,1.0,71
821,Germany,Machine Learning Engineer,Analytics,Senior,11,126591,26569,Bachelor,Gaming,Startup,4,2023,Remote,38.4,3.68,20,38.51442078875952,0.106,65,3.41,61.23,3,69.45,30.7,29,20,23,67,55,68,98,55,0.96,66
822,Singapore,Software Engineer AI,MLOps,Mid,3,95660,18556,Bootcamp,Telecom,Small,4,2025,Hybrid,37.3,4.12,3,42.970090634771324,0.169,82,2.33,83.85,4,71.68,18.7,18,64,85,78,55,95,19,48,1.95,81
823,France,Machine Learning Engineer,Analytics,Entry,0,66601,7401,Master,Healthcare,Small,5,2021,Hybrid,44.1,3.21,20,44.806946226749496,0.312,66,4.23,95.23,14,71.34,26.1,25,9,15,70,52,59,42,74,2.19,71
